execucao,operacao,ordenacao,entrada,estrategia,tempo_ns,seed
9,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,375450600,-826689870
10,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,377128800,-826688873
11,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,367275700,-826687876
12,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,367808100,-826686879
13,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,374623300,-826685882
14,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,364603900,-826684885
15,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,368838300,-826683888
16,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,367333600,-826682891
17,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,377252800,-826681894
18,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,379388700,-826680897
19,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,368984100,-826679900
20,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,367725800,-826678903
21,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,372512900,-826677906
22,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,364731800,-826676909
23,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,366289700,-826675912
24,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,371847900,-826674915
25,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,377102300,-826673918
26,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,373462900,-826672921
27,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,366525700,-826671924
28,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,368480200,-826670927
29,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,374457600,-826669930
30,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,366317600,-826668933
31,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,370116100,-826667936
32,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,371187600,-826666939
33,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,364625500,-826665942
34,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,374024900,-826664945
35,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,374036100,-826663948
36,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,370135000,-826662951
37,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,395129100,-826661954
38,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,367384900,-826660957
39,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,364107900,-826659960
40,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,370540100,-826658963
41,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,363943000,-826657966
42,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,368497800,-826656969
43,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,369286300,-826655972
44,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,364302700,-826654975
45,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,377992300,-826653978
46,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,374110700,-826652981
47,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,366165900,-826651984
48,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,375023400,-826650987
49,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,370771000,-826649990
50,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,388100400,-826648993
51,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,372122600,-826647996
52,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,368459900,-826646999
53,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,375520200,-826646002
54,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,368282100,-826645005
55,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,365561100,-826644008
56,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,375489500,-826643011
57,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,367480500,-826642014
58,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,372682200,-826641017
59,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,374586600,-826640020
60,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,369270600,-826639023
61,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,374665700,-826638026
62,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,366596100,-826637029
63,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,365046500,-826636032
64,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,370875400,-826635035
65,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,370440800,-826634038
66,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,379978200,-826633041
67,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,366357700,-826632044
68,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,370465600,-826631047
69,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,406886500,-826630050
70,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,368559700,-826629053
71,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,369304600,-826628056
72,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,374191100,-826627059
73,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,365994300,-826626062
74,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,368767700,-826625065
75,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,379418400,-826624068
76,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,381583500,-826623071
77,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,374959200,-826622074
78,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,371739900,-826621077
79,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,370763800,-826620080
80,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,373426700,-826619083
81,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,367388600,-826618086
82,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,365952700,-826617089
83,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,372631600,-826616092
84,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,363378400,-826615095
85,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,377658500,-826614098
86,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,367794700,-826613101
87,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,370559200,-826612104
88,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,372304000,-826611107
89,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,366630100,-826610110
90,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,374017600,-826609113
91,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,377437200,-826608116
92,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,371720300,-826607119
93,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,371010400,-826606122
94,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,376804400,-826605125
95,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,366376700,-826604128
96,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,375436400,-826603131
97,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,370805200,-826602134
98,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,393669800,-826601137
99,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,379295300,-826600140
100,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,363887300,-826599143
1,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,392807700,-750844189
2,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,382943500,-750843192
3,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,379991600,-750842195
4,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,376780700,-750841198
5,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,379783400,-750840201
6,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,393620300,-750839204
7,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,376460500,-750838207
8,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,379186200,-750837210
9,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,384575700,-750836213
10,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,377418000,-750835216
11,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,371634200,-750834219
12,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,375175400,-750833222
13,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,374024400,-750832225
14,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,372932600,-750831228
15,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,388026800,-750830231
16,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,385477400,-750829234
17,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,389273800,-750828237
18,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,374694100,-750827240
19,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,378908700,-750826243
20,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,379596900,-750825246
21,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,375875200,-750824249
22,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,386382700,-750823252
23,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,372421200,-750822255
24,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,378876400,-750821258
25,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,379958400,-750820261
26,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,375434200,-750819264
27,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,379819300,-750818267
28,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,376638800,-750817270
29,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,382035900,-750816273
30,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,375541700,-750815276
31,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,369754200,-750814279
32,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,379571100,-750813282
33,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,379123500,-750812285
34,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,377073900,-750811288
35,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,374960600,-750810291
36,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,395233600,-750809294
37,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,377960900,-750808297
38,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,393906500,-750807300
39,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,383124600,-750806303
40,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,380653900,-750805306
41,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,391776000,-750804309
42,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,394613300,-750803312
43,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,396953500,-750802315
44,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,384496800,-750801318
45,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,388623400,-750800321
46,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,393215000,-750799324
47,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,392358500,-750798327
48,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,383360100,-750797330
49,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,379290400,-750796333
50,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,374933900,-750795336
51,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,377702100,-750794339
52,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,376596400,-750793342
53,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,371631400,-750792345
54,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,382864000,-750791348
55,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,374643100,-750790351
56,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,377759000,-750789354
57,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,371382000,-750788357
58,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,372315600,-750787360
59,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,378930400,-750786363
60,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,367152200,-750785366
61,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,377128100,-750784369
62,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,383281900,-750783372
63,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,366141300,-750782375
64,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,382435500,-750781378
65,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,378441200,-750780381
66,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,376684600,-750779384
67,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,375351700,-750778387
68,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,375189500,-750777390
69,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,372492800,-750776393
70,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,388640400,-750775396
71,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,377137100,-750774399
72,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,382170700,-750773402
73,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,366905200,-750772405
74,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,373342300,-750771408
75,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,375432100,-750770411
76,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,377723000,-750769414
77,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,378265900,-750768417
78,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,376158500,-750767420
79,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,374420600,-750766423
80,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,379189600,-750765426
81,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,371139700,-750764429
82,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,374859800,-750763432
83,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,380979800,-750762435
84,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,370894000,-750761438
85,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,389876800,-750760441
86,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,381620000,-750759444
87,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,374097300,-750758447
88,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,385149400,-750757450
89,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,383083000,-750756453
90,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,372647800,-750755456
91,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,379126500,-750754459
92,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,371034900,-750753462
93,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,380801800,-750752465
94,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,376407400,-750751468
95,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,378935000,-750750471
96,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,383586800,-750749474
97,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,374174200,-750748477
98,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,370437300,-750747480
99,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,375173800,-750746483
100,EXCLUSAO,DECRESCENTE,CRESCENTE,BINARIA,375151700,-750745486
1,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15049883600,366023401
2,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,14998880800,366024398
3,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15134053900,366025395
4,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15050151700,366026392
5,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,14973845900,366027389
6,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15038675800,366028386
7,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15001823300,366029383
8,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15148705900,366030380
9,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15076362800,366031377
10,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15093035900,366032374
11,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,14991969600,366033371
12,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15256880500,366034368
13,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15098933800,366035365
14,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15094427500,366036362
15,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15041420500,366037359
16,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15386875700,366038356
17,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15757406800,366039353
18,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15415578800,366040350
19,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15263025200,366041347
20,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15351779200,366042344
21,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15439056100,366043341
22,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15132826100,366044338
23,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15124807000,366045335
24,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15104673900,366046332
25,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15171646500,366047329
26,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15134262700,366048326
27,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15090103300,366049323
28,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15556946400,366050320
29,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15232522700,366051317
30,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15206012600,366052314
31,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15093064400,366053311
32,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15152608400,366054308
33,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15122129300,366055305
34,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15282977700,366056302
35,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15099276600,366057299
36,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15137373600,366058296
37,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15163161700,366059293
38,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15225999800,366060290
39,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15179205000,366061287
40,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15092714200,366062284
41,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15194187600,366063281
42,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15257912800,366064278
43,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15360243000,366065275
44,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15031128700,366066272
45,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15015026900,366067269
46,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,14995508200,366068266
47,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15134851100,366069263
48,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15038789800,366070260
49,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15555825900,366071257
50,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,19141664000,366072254
51,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,19842478800,366073251
52,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15832943000,366074248
53,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15763630600,366075245
54,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15031533700,366076242
55,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15387078600,366077239
56,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15178468200,366078236
57,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,14803408800,366079233
58,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,14863346000,366080230
59,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,17102143100,366081227
60,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15874755000,366082224
61,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15798988500,366083221
62,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15784519000,366084218
63,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15630388600,366085215
64,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15395848800,366086212
65,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15675093000,366087209
66,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15874315400,366088206
67,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15611990000,366089203
68,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15814445400,366090200
69,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15696331400,366091197
70,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15685786000,366092194
71,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15670683200,366093191
72,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,16055512900,366094188
73,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15577812500,366095185
74,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15678980400,366096182
75,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15789093900,366097179
76,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15651307400,366098176
77,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15574656600,366099173
78,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15588330400,366100170
79,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15561161600,366101167
80,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15707047100,366102164
81,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15575750500,366103161
82,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15543500100,366104158
83,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15615731200,366105155
84,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15604771000,366106152
85,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15538906800,366107149
86,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15438780900,366108146
87,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15887761200,366109143
88,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15681389600,366110140
89,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15688847700,366111137
90,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15709463700,366112134
91,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15740904600,366113131
92,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15779446200,366114128
93,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15722497700,366115125
94,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15598413300,366116122
95,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15571844400,366117119
96,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15655071500,366118116
97,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15689643600,366119113
98,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15618554400,366120110
99,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15519292000,366121107
100,EXCLUSAO,DECRESCENTE,DECRESCENTE,LINEAR,15511509700,366122104
1,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,344285500,1863776100
2,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,335885400,1863777097
3,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,339847700,1863778094
4,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,339891600,1863779091
5,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,334485500,1863780088
6,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,339065300,1863781085
7,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,342171800,1863782082
8,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,341587300,1863783079
9,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,335452300,1863784076
10,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,343266700,1863785073
11,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,337977600,1863786070
12,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,348681700,1863787067
13,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,345439500,1863788064
14,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,342193400,1863789061
15,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,355755300,1863790058
16,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,353810000,1863791055
17,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,340997300,1863792052
18,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,349021300,1863793049
19,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,341723300,1863794046
20,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,341582600,1863795043
21,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,340154000,1863796040
22,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,346076100,1863797037
23,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,348536800,1863798034
24,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,352735300,1863799031
25,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,346597500,1863800028
26,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,353961400,1863801025
27,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,345753200,1863802022
28,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,353941300,1863803019
29,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,349929400,1863804016
