execucao,operacao,ordenacao,entrada,estrategia,tempo_ns,seed
1,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,1000496100,1264031543
2,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,1016070300,1264032540
3,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,989326000,1264033537
4,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,984124000,1264034534
5,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,996508500,1264035531
6,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,999980100,1264036528
7,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,1008429700,1264037525
8,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,1002969900,1264038522
9,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,1029690200,1264039519
10,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,1024969100,1264040516
11,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,982455300,1264041513
12,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,976847500,1264042510
13,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,977206200,1264043507
14,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,981895100,1264044504
15,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,982196800,1264045501
16,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,1001083800,1264046498
17,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,1015311100,1264047495
18,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,1015459300,1264048492
19,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,992945400,1264049489
20,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,983241600,1264050486
21,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,986836500,1264051483
22,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,989297600,1264052480
23,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,997179500,1264053477
24,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,985599700,1264054474
25,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,976259100,1264055471
26,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,973876000,1264056468
27,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,978505400,1264057465
28,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,978792000,1264058462
29,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,978587900,1264059459
30,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,979150800,1264060456
31,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,974564300,1264061453
32,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,986998400,1264062450
33,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,973864800,1264063447
34,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,973238600,1264064444
35,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,970078400,1264065441
36,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,982781400,1264066438
37,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,975095200,1264067435
38,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,976781700,1264068432
39,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,977440600,1264069429
40,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,975990500,1264070426
41,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,973196600,1264071423
42,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,988087500,1264072420
43,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,997454400,1264073417
44,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,990703700,1264074414
45,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,985064800,1264075411
46,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,980344300,1264076408
47,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,973962300,1264077405
48,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,977171700,1264078402
49,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,973239700,1264079399
50,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,972673200,1264080396
51,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,978424500,1264081393
52,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,971047100,1264082390
53,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,993133700,1264083387
54,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,974168300,1264084384
55,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,973163500,1264085381
56,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,974918000,1264086378
57,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,978404400,1264087375
58,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,972384100,1264088372
59,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,984147100,1264089369
60,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,978535700,1264090366
61,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,980158300,1264091363
62,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,976842500,1264092360
63,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,976828100,1264093357
64,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,979216700,1264094354
65,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,972735400,1264095351
66,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,992099500,1264096348
67,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,979666000,1264097345
68,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,972754600,1264098342
69,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,977319500,1264099339
70,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,973232200,1264100336
71,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,983824600,1264101333
72,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,977500600,1264102330
73,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,973914500,1264103327
74,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,972416400,1264104324
75,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,977153800,1264105321
76,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,968893900,1264106318
77,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,974857300,1264107315
78,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,972729700,1264108312
79,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,973106600,1264109309
80,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,977977200,1264110306
81,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,977364600,1264111303
82,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,969021100,1264112300
83,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,983812300,1264113297
84,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,989680500,1264114294
85,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,976046000,1264115291
86,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,979478700,1264116288
87,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,982022700,1264117285
88,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,975718300,1264118282
89,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,968211300,1264119279
90,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,979131800,1264120276
91,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,973356800,1264121273
92,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,980959400,1264122270
93,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,1001519800,1264123267
94,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,969989800,1264124264
95,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,978154500,1264125261
96,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,971045100,1264126258
97,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,972408100,1264127255
98,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,989976500,1264128252
99,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,981635900,1264129249
100,INSERCAO,CRESCENTE,CRESCENTE,LINEAR,974571300,1264130246
1,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,13339300,-362742570
2,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2509100,-362741573
3,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2613200,-362740576
4,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,3324700,-362739579
5,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2613200,-362738582
6,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2522400,-362737585
7,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2792600,-362736588
8,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2915200,-362735591
9,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2732200,-362734594
10,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2999500,-362733597
11,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2769100,-362732600
12,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2764900,-362731603
13,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2688100,-362730606
14,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2588100,-362729609
15,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2500000,-362728612
16,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2585100,-362727615
17,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2683500,-362726618
18,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2502700,-362725621
19,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2544700,-362724624
20,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2505400,-362723627
21,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2615700,-362722630
22,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2559200,-362721633
23,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2563200,-362720636
24,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2562300,-362719639
25,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2613600,-362718642
26,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2585600,-362717645
27,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2570600,-362716648
28,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2567000,-362715651
29,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2636000,-362714654
30,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2572500,-362713657
31,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2710400,-362712660
32,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2562000,-362711663
33,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2719600,-362710666
34,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2559300,-362709669
35,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2639700,-362708672
36,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2585400,-362707675
37,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2702700,-362706678
38,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2577000,-362705681
39,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2560100,-362704684
40,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2577100,-362703687
41,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2611100,-362702690
42,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2561900,-362701693
43,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2559000,-362700696
44,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2572500,-362699699
45,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2558200,-362698702
46,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2614400,-362697705
47,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2564600,-362696708
48,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2668600,-362695711
49,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2544300,-362694714
50,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2575300,-362693717
51,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2583100,-362692720
52,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2559100,-362691723
53,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2561700,-362690726
54,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2560000,-362689729
55,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2561700,-362688732
56,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2614000,-362687735
57,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2561600,-362686738
58,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2565800,-362685741
59,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2559200,-362684744
60,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2559300,-362683747
61,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2580500,-362682750
62,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2609100,-362681753
63,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2577400,-362680756
64,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2562000,-362679759
65,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2560400,-362678762
66,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2584900,-362677765
67,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2583600,-362676768
68,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2560500,-362675771
69,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2590800,-362674774
70,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2559700,-362673777
71,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2578400,-362672780
72,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2562600,-362671783
73,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2560500,-362670786
74,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2559000,-362669789
75,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2613100,-362668792
76,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2577000,-362667795
77,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2560700,-362666798
78,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2564300,-362665801
79,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2559200,-362664804
80,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2561900,-362663807
81,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2620300,-362662810
82,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2570600,-362661813
83,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2583900,-362660816
84,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2587900,-362659819
85,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2654900,-362658822
86,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2567200,-362657825
87,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2543400,-362656828
88,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2548800,-362655831
89,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2545300,-362654834
90,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2545700,-362653837
91,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2561100,-362652840
92,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2544800,-362651843
93,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2547600,-362650846
94,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2814000,-362649849
95,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2560800,-362648852
96,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2571300,-362647855
97,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2497700,-362646858
98,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2527000,-362645861
99,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2502400,-362644864
100,INSERCAO,CRESCENTE,CRESCENTE,BINARIA,2581000,-362643867
1,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,382129700,-487728298
2,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,376802700,-487727301
3,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,377344600,-487726304
4,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,374507800,-487725307
5,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,377281200,-487724310
6,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,377499100,-487723313
7,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,379503700,-487722316
8,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,386860400,-487721319
9,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,383425100,-487720322
10,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,394772300,-487719325
11,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,383858200,-487718328
12,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,378371100,-487717331
13,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,382252400,-487716334
14,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,380937500,-487715337
15,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,380406600,-487714340
16,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,386148400,-487713343
17,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,390246900,-487712346
18,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,383862600,-487711349
19,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,389207400,-487710352
20,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,415079900,-487709355
21,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,398962600,-487708358
22,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,389987100,-487707361
23,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,406782400,-487706364
24,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,398252100,-487705367
25,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,394375400,-487704370
26,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,395270600,-487703373
27,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,402089500,-487702376
28,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,419739300,-487701379
29,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,397868000,-487700382
30,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,389183400,-487699385
31,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,405344500,-487698388
32,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,410900600,-487697391
33,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,388296500,-487696394
34,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,388853900,-487695397
35,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,401991500,-487694400
36,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,387957800,-487693403
37,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,383723600,-487692406
38,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,381642600,-487691409
39,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,424086800,-487690412
40,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,393324000,-487689415
41,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,379585000,-487688418
42,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,377953800,-487687421
43,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,375079900,-487686424
44,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,375411200,-487685427
45,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,378106500,-487684430
46,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,376997000,-487683433
47,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,431153900,-487682436
48,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,380858500,-487681439
49,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,377767100,-487680442
50,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,378844100,-487679445
51,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,378755500,-487678448
52,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,380211800,-487677451
53,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,376571300,-487676454
54,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,377308900,-487675457
55,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,381018800,-487674460
56,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,377547400,-487673463
57,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,378022100,-487672466
58,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,378611600,-487671469
59,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,375579900,-487670472
60,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,376290500,-487669475
61,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,375711000,-487668478
62,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,375741700,-487667481
63,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,375521100,-487666484
64,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,376406900,-487665487
65,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,374925600,-487664490
66,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,376606600,-487663493
67,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,377920600,-487662496
68,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,376844600,-487661499
69,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,375976300,-487660502
70,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,378917600,-487659505
71,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,377823700,-487658508
72,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,378471900,-487657511
73,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,371331700,-487656514
74,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,379662500,-487655517
75,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,379729600,-487654520
76,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,377725800,-487653523
77,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,377344500,-487652526
78,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,375466600,-487651529
79,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,377566300,-487650532
80,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,376227700,-487649535
81,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,375485700,-487648538
82,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,375594000,-487647541
83,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,377905300,-487646544
84,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,374657100,-487645547
85,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,376527400,-487644550
86,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,372705700,-487643553
87,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,374953400,-487642556
88,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,374213700,-487641559
89,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,371133200,-487640562
90,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,379125400,-487639565
91,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,372677900,-487638568
92,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,372947800,-487637571
93,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,376022200,-487636574
94,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,376451900,-487635577
95,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,376088600,-487634580
96,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,374317000,-487633583
97,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,373408700,-487632586
98,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,379016200,-487631589
99,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,375992800,-487630592
100,INSERCAO,CRESCENTE,DECRESCENTE,LINEAR,372921000,-487629595
1,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,386824400,1167277207
2,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,377581000,1167278204
3,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,384086000,1167279201
4,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,379468100,1167280198
5,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,375486400,1167281195
6,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,376973500,1167282192
7,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,376108400,1167283189
8,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,374031500,1167284186
9,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,377243300,1167285183
10,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,376118600,1167286180
11,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,376614300,1167287177
12,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,379361500,1167288174
13,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,380896100,1167289171
14,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,379004900,1167290168
15,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,377083100,1167291165
16,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,377981200,1167292162
17,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,377373500,1167293159
18,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,375368100,1167294156
19,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,377722300,1167295153
20,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,379635500,1167296150
21,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,376403500,1167297147
22,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,379142000,1167298144
23,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,376226900,1167299141
24,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,377446000,1167300138
25,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,378184400,1167301135
26,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,381188200,1167302132
27,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,384934400,1167303129
28,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,390705100,1167304126
29,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,394634300,1167305123
30,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,388649600,1167306120
31,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,385748800,1167307117
32,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,378814100,1167308114
33,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,387452000,1167309111
34,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,380009200,1167310108
35,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,379785600,1167311105
36,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,381132900,1167312102
37,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,394712200,1167313099
38,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,390818400,1167314096
39,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,375456700,1167315093
40,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,378043700,1167316090
41,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,378048100,1167317087
42,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,374315400,1167318084
43,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,380895400,1167319081
44,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,375624800,1167320078
45,INSERCAO,CRESCENTE,DECRESCENTE,BINARIA,378824500,1167321075
